"","user_id","age","gender","education","occupation","chatbotuse","chatbottrust","chatbotlimitations","chatbotperception","topic","stance_before","snippet_id","explanation_before","stance_after","explanation_after","warning","helpful","nothelpful","stance_fs","page_visits","stance_difference","time","stance_before_category","stance_after_category","stance_category_changed","fs_bias","pages_visited","use_category","trust_category","limitations_category","perception_category","agreement"
"1","65584020487cba100c80ef22",23,"male","high school","Student",7,1,5,4,"obesity",1,6,"- it's unhealthy, therefore a disease- but maybe it's more of a symptom than a disease",-1,"0",1,1,0,0,0,2,220.539999961853,1,-1,1,1,0,1,-1,1,0,0
"2","65589725ee82f102021b3ec0",21,"male","high school","Student",3,2,7,3,"obesity",1,6,"I think obesity is in that way a disease that people do not have enough willpower to eat healthier or be more active, and therefore risk their health.",0,"It is certainly hard to classify. I agree that it also depends on multiple factors like lifestyle, but there are also medical factors like how fast your metabolism is. Maybe it is more a disorder and less a disease.",1,0,0,0,2,1,513.694999933243,1,0,1,1,1,0,-1,1,-1,0
"3","6558a6666689f1a401bce488",26,"female","bachelor","Student",5,5,7,2,"propertyRights",1,2,"Sure they should be, but not to every extent. For example publicly funded research or material that is based on some open source material sshould maybe not be as protected.",0,"I still stand by my opionion, but changed the answer to truly neutral. I think it very much depends on the situation.",1,0,0,0,0,1,281.09700012207,1,0,1,1,0,0,1,1,-1,0
"4","6558b0f43b4b68ca704d8b77",25,"male","high school","Student",6,6,6,4,"obesity",2,6,"Here are my arguments: Health risks: Obesity increases the risk of a variety of health problems, including cardiovascular disease, type 2 diabetes, certain cancers and orthopedic problems.Biological Complexity: Obesity is influenced not only by individual choices, but also by complex biological factors, genetic predispositions and environmental conditions, which make it difficult to attribute it to personal failure alone.Need for Interventions: The recognition of obesity as Illness facilitates access to medical care, therapy and preventative measures to improve individual health and reduce the burden on the healthcare system.",1,"0",0,0,0,0,0,1,445.200999975204,1,1,0,1,0,1,1,1,0,0
"5","6558b8d9cae6ee1507a08781",21,"female","high school","student",4,2,5,2,"propertyRights",0,2,"0",1,"I agree slightly- as intellectual property rights protect individuals and businesses creative ideas and allows them to realise these ideas. However, there are some arguments against these rights, for example some sources say they ""stifle creativity"".",1,0,1,0,4,1,595.02999997139,0,1,1,-1,1,0,-1,1,-1,0
"6","6558ba06605206699c96bfd6",19,"female","high school","student",6,4,7,1,"propertyRights",2,1,"In my opinion, intellectual property rights should exist to secure the safety of product idea of artist, medics, etc. The safety of ideas is highly motivating for many people and can lead to many innovative ideas.",2,"I still believe that intellectual property rights are very important because they are a key factor in securing data and spirit of innovative people. During the Covid19 pandemic, many countries raised the negative effects of property rights since it made it harder for medics to produce the vaccination and fight against the pandemic. On the other hand the founder of the vaccination was able to secure his idea.",0,0,0,1,0,0,1396.71700000763,1,1,0,0,0,1,0,1,-1,1
"7","6558ba54cae6ee1507a08788",24,"female","bachelor","Student",4,5,7,5,"propertyRights",3,1,"Intellectual property rights should exist as it is important as physical property rights. Intellectual property can consist of valuable ideas of a person which people should have rights to. Intellectual property can be stolen as any other and thats why it is important to have rights to protect it.",2,"I believe that intellectual property rights should exist as ideas are one of the most valuable contributions for businesses and society itself. I think there should be patents on the ideas to protect individuals who came up with those ideas as they can be profitable or they can create a respect in the society.",1,0,0,1,0,1,908.235000133514,1,1,0,-1,0,0,1,1,1,1
"8","6558bba4cae6ee1507a0878f",28,"female","master","Student",7,3,7,1,"propertyRights",3,1,"Yes, if intellectual property does not exist then there would not be any incentive for the creation or invention of new products or services. One of the most important examples is the patents in the medical field, if there is no economic incentive, then companies won't invest in R&D for developing new treatments or vaccines. Overall should exist as it encourages innovation.",3,"All the reasons where mentioned before.",0,0,0,1,0,0,558.516000032425,1,1,0,0,0,1,-1,1,-1,1
"9","6558bca8cae6ee1507a08799",22,"female","high school","University undergraduate",4,1,6,3,"schoolUniforms",0,4,"Even though having a mandatory uniform is a good way of (1) making students focus more on studies(2) enabling students with lower incomes to not have to worry about what to wear (e.g. popular expensive brands)It also does not allow students to express themselves through fashion (choosing your own clothes to wear can be an effective way of expressing your personality and even moods).Moreover, it prevents students from learning not to judge other students for their clothes.",1,"mental health improvement because of school uniforms",1,0,0,0,3,1,739.075999975204,0,1,1,-1,1,0,-1,1,-1,0
"10","6558bd11605206699c96bfe1",20,"female","high school","Student",5,3,6,4,"schoolUniforms",-1,3,"I think children in schools should be allowed to exercise their own freedom of expression and not have to conform at such a young age",-2,"I think it was interesting to read about how children's mental health is not improved through school uniforms and often the reasons in favour of it like equality and improved concentration are not actually effective",1,0,0,1,4,1,585.013000011444,-1,-1,0,-1,1,0,-1,1,0,0
"11","6558bd5b605206699c96bfe5",24,"female","bachelor","Student",5,5,7,7,"propertyRights",3,2,"I think it´s important to give credits and to have recognition.",3,"I still think the same.",0,0,0,0,2,0,160.681999921799,1,1,0,0,1,0,1,1,1,0
"12","6558be2bdf2664bcb6227064",25,"female","master","Student",3,5,7,2,"schoolUniforms",-2,4,"Students cannot express themselves through clothes if they have to wear standardized uniforms. Furthermore, some students might not feel comfortable wearing the school uniform as it might not align with their preference for e.g. wide pants for girls, etc.",-1,"I haven't mentioned more potential emotional reactions in case a school uniform would be mandatory",1,0,0,0,0,1,359.799999952316,-1,-1,0,-1,0,0,1,1,-1,1
"13","6558be6cdf2664bcb6227065",21,"female","high school","Student",3,3,6,3,"obesity",1,6,"It can be if it is chronic obesity",-1,"yes, i was not informed about the topic enough but did think that it was a disease. I think that i see it as a disease since it can affect your physical well-being and further make you develop other diseases such as heart problems",1,0,0,0,0,2,136.941999912262,1,-1,1,1,0,0,-1,1,-1,0
"14","6558bfe9605206699c96bfea",19,"female","high school","Student",2,4,6,2,"obesity",1,5,"Obesity should be considered a disease up from a certain point. People that are ""only"" over weight could follow a strict diet and the evolution of their weight could determine if whether their case is a more serious case and possible obesity. Obesity is not only linked to the diet of people, it could also be linked to genetic problems.",1,"All my reasons were mentioned in the articles :)",1,1,0,1,0,0,369.146999835968,1,1,0,0,0,-1,0,1,-1,1
"15","6558bfe9df2664bcb6227079",23,"male","high school","Student",5,4,6,5,"obesity",2,6,"yes, obesity is a disease. There is lots of medical/ health risks associated with being obese, which severely limits everyday life.äOn a personal level, i believe being obese makes it hard to perform everyday tasks in a normal way, so it should be tretaed as a disease",2,"I still believe obesity is a disease and should be treated as such. \nClassifications such as the one given by Chat-GPT over-complicate an easy diagnosis. If you are severely overweight/ obese, limiting the way you can live your life, and including severe health risks/ disadvantages, obesity is definitely a disease.",0,0,0,0,2,0,589.036000013351,1,1,0,0,1,0,0,1,1,0
"16","6558c1ec8bdcbd56a793a9da",21,"female","bachelor","Student",2,3,6,5,"schoolUniforms",2,3,"Uniforms allow uniformity within students, it gives space for parents to save money by not having to buy that much regular clothing, facilitating handing down clothing, it makes it easier to identify students and also allows student to not have to give extra care to what they are wearing, fashion sense or even economic status",3,"I didn't mention that they help to enhance sense of belonging, commonality and group cohesion",0,0,0,1,0,1,443.125999927521,1,1,0,1,0,-1,-1,1,1,1
"17","6558c3558bdcbd56a793a9e0",30,"female","bachelor","Traveler",1,1,6,1,"obesity",1,6,"It depends. If one has a lot of weight and feels comfortable, that is fine.It might not be a disease itself but it can result in health problems of other sort or be a sign of health problems of other sort. It probably depends on how you define a disease.",1,"0",0,0,0,0,0,0,594.454999923706,1,1,0,0,0,-1,-1,1,-1,0
"18","6558c4be605206699c96bff1",25,"female","master","Student",4,2,7,5,"obesity",0,6,"I don't know and have very little knowledge about the topic to say I have an opinion or perception.",0,"I am still unsure, I believe ChatGPT could oversimplify it. Maybe generally speaking it could be due to aspects such as lifestyle etc that ChatGPT stated. But if I'm not miscorrect I've read it could be due to genetics or medication as well. Not sure how to classify it.",1,0,0,0,0,0,408.765000104904,0,0,0,0,0,0,-1,1,1,0
"19","6558c5128bdcbd56a793a9e7",22,"female","other","Student of phychology",1,4,7,3,"schoolUniforms",1,3,"0",1,"0",1,0,0,1,0,0,217.96799993515,1,1,0,0,0,-1,0,1,-1,1
"20","6558c58b605206699c96bff8",27,"male","other","Student",7,5,5,3,"propertyRights",2,1,"Protecting peoples intellectual property is important because of the ability currently to plagiarise, copy and make personal gain in unethical ways from other peoples intellectual property",2,"The ability for people to invest in others intellectual property where my previous views did not consider this, more so only considering IP as a personal thing.",0,0,0,1,0,0,413.955999851227,1,1,0,0,0,1,1,1,-1,1
"21","6558c9159557070b9010dd54",20,"male","bachelor","Student",7,5,5,4,"obesity",1,5,"From the personal stories I heard, obesity was rarely a choice, but rather a result of bad health choices in the past. I would call it a disease because people a victim of it and suffer from it. I also think that obesity is a disease because of conversations I had before about plus-size people. Being plus-size, or being fat, may not be, and often is not, related to health issues, but rather morphology. However, when people reach the obesity status, many health issues occur. Therefore, I believe in the causation of being obese and suffering from non-neglectable health consequences.",1,"The different perspective put my opinion into perspective and make me ask myself: why do we even ask ourselves the question? To diss obese people, to solve health department budgeting issues, to provide empathy to obese people?",1,0,0,1,1,0,621.05899977684,1,1,0,0,1,1,1,1,0,1
"22","6558cfb3cecc441533019053",23,"male","bachelor","Student",2,5,5,2,"propertyRights",1,2,"0",1,"Mostly Intellectual Property Rights Encourage Innovation and Reward Entrepreneurs",1,1,0,0,1,0,292.511000156403,1,1,0,0,1,-1,1,1,-1,0
"23","6558d13de914c3e0500229c6",21,"diverse","high school","Student",4,1,6,4,"schoolUniforms",0,4,"I replied neutrally because the subject is complicated; the uniforms in schools prevent seeing a difference in the outfits of the students, which means kids don't have to worry about their looks as much, or how expensive or cheap their clothes are compared to the ones other kids use. However, it also ends up preventing students from being themselves, since they cannot show of their likings in the way they dress, and it is an extra expense for clothing, so again, complicated.",-1,"I'm quite certain it's just as complicated as I stated, but I decided to go more towards the disagreeing side of the scale since I think self expression is a very important part of growing up.",1,0,0,0,0,1,393.332999944687,0,-1,1,1,0,0,-1,1,0,0
"24","6558d814968c1c95d394fcbd",29,"female","high school","Student",2,1,7,4,"schoolUniforms",0,3,"It is an advantage to counteract bullying, for example, because everyone has to wear the same clothes, but it is also a disadvantage because you are forced to fit into a scheme",0,"0",1,0,0,1,4,0,267.332000017166,0,0,0,0,1,-1,-1,1,0,0
"25","6559db74c0a976edaf69059e",21,"female","high school","Student",3,5,7,2,"schoolUniforms",0,3,"I'm very unsure about this question because I think it would be cool to have a school uniform so that everyone wears the same thing, but it's also possible that I have the wrong idea about school uniforms because they always look very good in movies. If I didn't like them, then I would find it difficult. I also support the argument that everyone should be free to choose what they want to wear and what they feel comfortable in. I would just like to try it out myself.",2,"After reading up on it, I would say that students should wear a school uniform, as there are sensible reasons, such as a stronger sense of community, less bullying, etc.",1,0,0,1,1,2,1004.90000009537,0,1,1,1,1,0,1,1,-1,0
"26","6559deffc0a976edaf6905a3",25,"male","high school","Student",7,2,7,2,"obesity",2,5,"0",2,"0",0,0,0,1,1,0,279.176000118256,1,1,0,0,1,1,-1,1,-1,1
"27","6559e505a59ca961fd09662b",23,"male","high school","Student",6,4,6,4,"schoolUniforms",1,4,"0",0,"0",1,0,0,0,4,1,198.621000051498,1,0,1,1,1,1,0,1,0,0
"28","6559e66ba59ca961fd096633",24,"male","high school","Student",5,2,7,2,"schoolUniforms",-2,3,"#Pro-individualism",-1,"Anti-Bullying effects might be nice",1,0,0,1,0,1,141.758000135422,-1,-1,0,1,0,0,-1,1,-1,0
"29","6559f5ab03cb2bf6005ff945",24,"male","high school","Student",5,3,7,1,"schoolUniforms",-3,4,"I dont hink they should waer a school uniform, because this restricts the freedom of the students itself and will deminish the variety of different styles.",-2,"School uniforms yould improve student behaviour & discipline.",1,0,0,0,0,1,210.326999902725,-1,-1,0,-1,0,0,-1,1,-1,1
"30","6559fd0809710c2688f0e167",24,"female","high school","Student",5,2,7,3,"obesity",1,6,"It can lead to many diseases but also can be a sign of psychological diseases but doesn't have to be",-1,"It can also be a symptom of a disease. So maybe obesity itself is not a disease but can be a symptom or just a lifestyle choice.",1,0,0,0,0,2,424.548000097275,1,-1,1,1,0,0,-1,1,-1,0
"31","655a1b171c20ef41512f16c5",24,"female","high school","Student",3,1,7,1,"schoolUniforms",1,3,"A School Uniform can help building a stronger sense of belonging and community.  I believe in a school environment it is important for students to focus on their studies, friends, relationships and their future. And for some it is easer to do so, if they don´t have to think about fashion or beauty standards. But I can also acknowledge that a school uniform can  also hinder individual expression and make students feel supressed.",2,"0",1,0,0,1,0,1,806.207000017166,1,1,0,1,0,0,-1,1,-1,1
"32","655a1c0c1c20ef41512f16c9",22,"female","high school","Student",5,2,6,1,"obesity",2,6,"0",-1,"0",0,0,0,0,3,3,453.490000009537,1,-1,1,1,1,0,-1,1,-1,0
"33","655a458ffcc329f88cd7bfd7",24,"female","bachelor","Student",5,2,7,2,"schoolUniforms",-1,4,"I think a uniform has advantages and disadvantages. On the one hand, wearing a uniform can prevent bullying based on clothing or appearance. Wearing a uniform can also give you a sense of belonging. On the other hand, wearing a uniform restricts a person's individuality. This means that the person can no longer express themselves through clothing.",-1,"I have learnt that wearing a uniform can have an impact on learning. However, I don't think that wearing a uniform really has a negative impact on learning.",0,0,0,0,0,0,482.434000015259,-1,-1,0,0,0,0,-1,1,-1,1
"34","655a4892c128aa866eedc01c",20,"male","high school","Student",5,2,6,4,"obesity",2,5,"The definition of a clinically relevant illness is closely entangled with dysfunctional behavior/physical processes, suffering and deviation from norms. Obesity has to do with both predisposition and often dysfunctional behavior in the sense of above-average food intake. It often restricts your personal lifestyle and is associated with suffering. The average population is not obese. In addition, many studies prove a connection between obesity and high blood pressure, etc.",2,"Further connections between obesity and damaging physical values.",0,0,0,1,0,0,480.895999908447,1,1,0,0,0,0,-1,1,0,1
"35","655a58535d954df874d1454b",23,"female","high school","Student",7,1,7,3,"propertyRights",3,1,"Yes, definitely. Because they protect unique ideas and encourage innovation",3,"No, the result given by ChatGPT is quite close to my stance.",0,0,0,1,1,0,461.421000003815,1,1,0,0,1,1,-1,1,-1,1
"36","655a6e680c7d673e54d42e21",20,"female","high school","Student",3,4,6,5,"schoolUniforms",1,3,"If everyone wears the same clothes, there will be slightly less disadvantages concerning students, who for example don't have enough money for ""good clothes"" and get bullied.",2,"0",1,1,0,1,0,1,156.013999938965,1,1,0,1,0,0,0,1,1,1
"37","655a705f0c7d673e54d42e25",23,"male","high school","student",5,6,4,1,"propertyRights",3,2,"Yes, because intellectual property was created by individuals and therefore must be protected. Otherwise there would be a decrease in creative output because there are no advantages associated with the invention/novelty.",3,"First and foremost, the line of argument remains the same, but reference is made to examples, e.g. the discovery of the Covid-19 vaccine, which led to enormous wealth for the inventor.",0,0,0,0,0,0,527.371000051498,1,1,0,0,0,0,1,0,-1,0
"38","655b07b72e6d111cf34bc9dd",20,"female","high school","Student",2,2,6,4,"obesity",0,5,"Everyone should decide for themselves how they want to live and how healthy they want to be",0,"0",0,0,0,1,0,0,181.328999996185,0,0,0,0,0,-1,-1,1,0,0
"39","655b1c55fc4850aba2a2401b",22,"female","high school","Student",2,4,7,2,"propertyRights",1,1,"It deserves to be a right because it can have great impact on the world, make money and help people in their daily life",3,"It's important for fostering information. It helps businesses achieve greater things. It protects work of artists, inventors etc, so they can reap full benefits of their work.",0,0,0,1,0,2,445.255999803543,1,1,0,1,0,-1,0,1,-1,1
"40","655b2801410c5d9f33c71b45",25,"female","bachelor","Student",7,4,7,1,"propertyRights",3,1,"0",3,"0",1,0,0,1,0,0,110.048999786377,1,1,0,0,0,1,0,1,-1,1
"41","655b2c752386e736413672db",21,"female","high school","Student",2,2,6,3,"propertyRights",2,1,"0",2,"0",1,0,0,1,0,0,147.396999835968,1,1,0,0,0,-1,-1,1,-1,1
"42","655b385c53aea745a7c59d8f",21,"female","bachelor","Student",5,3,6,1,"propertyRights",2,2,"0",0,"I thought they provide an incentive for people to invent useful things but I see the point made in the google search",0,0,0,0,0,2,232.000999927521,1,0,1,1,0,0,-1,1,-1,0
"43","655b4fb4a633b22ed0896def",21,"female","bachelor","Student",4,1,7,4,"obesity",2,6,"obesity is a risk for other diseases like apoplexy or diabetes it influences the heartit's not healthy to be obese",1,"I understand the point that obesity is a consequence of other factors\nI think defining obesity as a disease makes it easier for the health system to come up against it and helping unhealthy people to live healthier",0,0,0,0,3,1,819.006000041962,1,1,0,1,1,0,-1,1,0,0
"44","655b618b945fedb43d8ff5dd",23,"male","high school","Student",2,2,6,3,"propertyRights",3,1,"If someone invented something, they deserve to be credited for it",3,"I didn't change my mind, but there were a few arguments against it like the vaccines during covid.",0,0,0,1,2,0,463.265000104904,1,1,0,0,1,-1,-1,1,-1,1
"45","655b69d4fb3dac9b9c088982",22,"male","high school","Student",7,5,7,2,"obesity",1,6,"Obesity is a disease in many cases, where the person for example has decreased thyroid activity etc. In many of these cases though it can be treated and counteracted by exercise a healthy diet and determination. Some people might have it easier, some may find it harder to keep a healthy weight but that is the case for many things in life and is not an excuse in my opinion. In my opinion, most obesity cases are the result of a lack of care, willpower and determination. So my decision on the rating is based on the fact that there are some legitimate cases of obesity as a result of disease where the person is physically unable to lose weight but most cases of obesity are the persons own fault.",-1,"Nothing changed on my stance, I think what I wrote quite accurately depicts the reality of obesity. The reason for my change in rating stems from the fact that this new rating probably describes my position on the topic more accurately but both were supposed to represent the same opinion.",1,0,0,0,0,2,573.552000045776,1,-1,1,1,0,1,1,1,-1,0
"46","655b75c9c305ad243814faf0",21,"female","high school","student",5,4,6,2,"schoolUniforms",-3,3,"Students should be free to wear anything they want to wear.",-3,"I dont think wearing school uniform leads to more equality and a better spirit and enviroment.",1,0,0,1,0,0,242.763000011444,-1,-1,0,0,0,0,0,1,-1,0
"47","655cb12e37c9047cc81461e7",24,"female","high school","Student",5,4,4,3,"obesity",2,5,"0",2,"0",0,0,0,1,1,0,227.867000102997,1,1,0,0,1,0,0,0,-1,1
"48","655d01c2c8ad44833d6eca11",20,"female","high school","Student",3,4,4,2,"schoolUniforms",-2,4,"Pro: Equality, the gap between rich and poor is eliminatedCon: Extra costs, no self-realization in clothing style",0,"0",1,0,0,0,0,2,269.211999893188,-1,0,1,-1,0,0,0,0,-1,1
"49","655daeb013e199999d51acf0",18,"female","less than high school","Student",6,5,7,3,"schoolUniforms",-2,4,"I see that school uniforms can improve the sense of community among students and prevent bullying, but I'm more a fan of being allowed to wear individual clothes without being restricted or told what to wear.",-2,"I would like to add that because school is a big part of a student's life in terms of interacting with peers, individuality in school clothes is also very important in order to gain confidence in one's own appearance and preferences and to be able to try oneself.",0,1,0,0,0,0,855.832000017166,-1,-1,0,0,0,1,1,1,-1,1
"50","655e61dc1729ce18a9428043",22,"male","high school","Student",6,5,7,4,"schoolUniforms",-3,4,"I don't think students should wear a school uniform. Clothing is a way of presenting one's personality and bringing individuality into society and this would be lost with a school uniform.",3,"I haven't found anything serious that changes my opinion on the subject",0,0,0,0,0,6,311.517999887466,-1,1,1,-1,0,1,1,1,0,1
"51","655f4a6fb88f3f2790373b09",20,"male","high school","student",5,4,6,3,"obesity",3,5,"Many negative health impacts",3,"it can usually be avoided by diet and exercise",1,0,0,1,0,0,238.02999997139,1,1,0,0,0,0,0,1,-1,1
"52","655f4b0b2dad7147247c2414",21,"female","high school","Student",1,3,6,4,"schoolUniforms",-2,4,"School uniforms take away from the students individual expressions and also often force them into a binary system (girls wear skirts, boys wear trousers). Also, they can be fairly expensive, which can be a financial burden for the parents",-2,"While uniforms can be expensive, they also stop students from flaunting their wealth through their clothes, making everybody seems equal, which can be a positive thing. However, I still think that self expression is more important",0,0,0,0,0,0,315.885999917984,-1,-1,0,0,0,-1,-1,1,0,1
"53","655f51fc928f465076121812",19,"male","high school","Student",1,2,7,1,"schoolUniforms",-2,3,"They shouldn't because forcing students - often times teenagers - to wear a uniform hinders them in developing a sense of self and learning to exress themselves through their clothing. The often brought up argument that uniforms would decrease bullying is invalid because people who bully others will always find a reason to do that.",-2,"As uniforms are becoming increasingly expensive they do not make students feel more like a ""family"" as stated in the articles. They also do not diminish bullying  because of looks as is declared but in some cases uniforms can act as a provocation. So if some students uniforms don't conform to the school's standard (f.ex. they can't afford to buy new uniforms and have to wear the old ones that maybe have holes or are discolored because of everyday usage and frequent washing) they may face humiliation through other students mocking them. So uniforms have the potential to become an educational barrier if students cannot go to class because they can't afford the demanded uniform. The oftenly named aspect of higher academic success at schools with uniforms cannot be generalized and one could argue that the diminished pressure of comparison through looks become the comparison of academic success.",0,1,0,1,8,0,2594.02399992943,-1,-1,0,0,1,-1,-1,1,-1,0
"54","65605349cb38826c8fa0b39a",21,"female","high school","student",5,2,7,3,"schoolUniforms",-3,3,"Students shouldnt be forced to wear a certain type of clothing. Even tho i do understand the reason ""school uniform so no one feels excluded because of different family backgrounds"", i think its still limiting the freedom of students. Also i personally dont think a lot of students care as much about other students clothes as people might think.",-2,"School uniform creates an atmosphere of belonging for students and help identify other students more quickly. My opinion hasnt really changed on the topic: but i do understand why school decides for uniforms more.",1,0,0,1,0,1,822.417000055313,-1,-1,0,1,0,0,-1,1,-1,0
"55","656083e014551cabd68f0571",23,"female","high school","Student",5,3,7,3,"propertyRights",-1,2,"0",-2,"0",0,0,0,0,0,1,255.475000143051,-1,-1,0,1,0,0,-1,1,-1,1
"56","65609e8bcf48090a1d1f28ee",24,"female","high school","Student",2,3,7,2,"obesity",1,6,"0",0,"I think even the experts don't agree.  After reading the articles, I'm no longer sure whether obesity can be classified as a disease.",0,0,0,0,0,1,525.901000022888,1,0,1,1,0,-1,-1,1,-1,0
"57","6563ba40aa1cc8d263d9479e",18,"female","high school","Student",5,1,7,5,"schoolUniforms",-3,4,"So I think that feeling comfortable in your own clothes is a massive point while going to school. So I'm confident in what I wear and would still like to have that decision. But I can also see why school uniforms are a good thing because then families that have kids with less money are not bullied in school, because of what they wear.",-3,"I still have the same opinion. Personally I would think it's an disaster to not go to school with the ability to wear what you're used to and what you're comfortable in, but I know that for many it may be the other way around, that they ARE comfortable in school uniform, because they cannot be mocked for wearing something different. Then however you can also say that hairstyle is not always implied. So that can still influence other students or give them a reason to bully them.",1,0,1,0,1,0,655.648000001907,-1,-1,0,0,1,0,-1,1,1,1
